SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
1391	S	full	3	MAPLETON POLICE DEPARTMENT	Mapleton	IA	51034	3	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3	3	 	 	 	 	 	196387	 	0	0	0	 	4	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	544	160	40	3	0	0	0	0	0	0	0	3	0	3	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	41122	41122	32757	32757	24850	25540	1	1	0	1	1	0	1	0	0	0	0	0	0	 	0	1	1	1	3	0	0	1	3	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	 	0	888	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	1	0	0	1	1	1	0	0	0	0	 	1	1	PEPPERBALL	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	0	1	0	0	0	0	0	1	0	0	1	3	0	0	0	8888	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	0	0	0	0	0	1	1	0	1	1	0	0	 	1	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	IA06702	10033145	1171	6	20.03537	20.29005
1411	S	full	3	WEST UNION POLICE DEPARTMENT	West Union	IA	52175	4	2	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	 	 	 	 	 	225650	 	0	0	0	 	4	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	520	0	12	2	0	0	0	0	0	0	0	2	0	2	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	1	0	999999	36400	999999	999999	22256	31803.2	1	1	1	1	1	0	0	0	0	0	0	0	0	 	8	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	1	0	 	0	888	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	0	 	0	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	8888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	IA03302	10033323	2436	6	20.03537	20.29005
1393	S	partial	3	MARSHALLTOWN POLICE DEPT	Marshalltown	IA	50158	43	41	0	18	0	59	0	0	6	0	0	0	1	1	0	0	0	0	0	32	0	1	 	 	 	 	 	3651039	0	15000	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	 	 	 	 	0	0	0	0	11	IA06401	10033152	25958	2	3.49048	0
1425	S	full	3	MERIDIAN POLICE DEPARTMENT	Meridian	ID	83642	78	78	0	21	2	99	2	0	0	0	0	2	0	2	0	0	0	0	0	72	2	4	 	 	 	 	 	10703374	1	0	0	0	 	3	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	709	633	45	75	1	1	1	0	0	0	0	70	8	78	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	1	0	0	105346	131452	63065	70304	35360	58989	1	1	1	1	1	1	0	0	0	0	1	0	0	 	9	9	1	1	9999	1	0	1	9999	0	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	DK	0	0	9	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	3	0	1	1	1	1	0	0	0	 	1	0	DK	1	0	0	DK	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	5	16	4	0	0	0	3	1	0	0	1	13	3	0	0	8888	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	14	13	5	1	1	1	1	1	1	0	0	0	0	DK	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	99999	99999	99999	99999	9	9	9	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	8	ID00103	10033379	64294	2	3.49048	3.53964
1427	S	full	3	NAMPA POLICE DEPARTMENT	Nampa	ID	83651	129	119	0	48	2	167	2	0	5	0	4	1	0	8	0	0	0	0	0	54	0	9	 	 	 	 	 	13814875	 	30000	0	0	1	4	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	526	560	60	114	0	5	0	0	0	0	0	110	9	119	 	 	 	 	 	 	 	 	1	1	1	0	0	1	1	0	1	0	66664	95901	62688	68956	35952	58572	1	1	0	1	1	1	0	0	0	0	0	0	0	 	1	3	1	0	8888	1	1	1	119	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	1	1	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	0	4	0	1	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	3	15	2	0	0	0	8	1	0	0	1	10	0	0	0	8888	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	40	0	10	1	1	0	1	1	1	1	1	0	1	AVL SYSTEMS; GPS VEHICLE LOCATION	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	4	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	ID01402	10033384	80397	1	2.20737	2.21759
1432	S	full	3	POCATELLO POLICE DEPARTMENT	Pocatello	ID	83206	90	90	0	35	3	125	3	0	0	0	0	0	0	3	0	0	0	0	0	50	2	7	 	 	 	 	 	9824271	 	0	0	0	 	4	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	400	640	24	86	1	2	0	0	1	0	0	88	2	90	 	 	 	 	 	 	 	 	1	0	0	1	0	1	1	0	1	0	75696	87734	46486	54688	34682	40803	1	1	0	1	1	1	1	0	0	0	1	0	0	 	2	2	1	0	8888	0	0	1	50	0	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	5	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	6	19	5	0	0	0	4	0	8	8	1	14	0	0	0	8888	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	14	0	0	1	1	1	0	0	0	1	0	0	0	 	3	 	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	99999	99999	0	99999	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	ID00302	10033393	54274	1	2.20737	2.21759
1434	S	full	3	TWIN FALLS POLICE DEPARTMENT	Twin Falls	ID	83303	66	66	0	0	0	66	0	1	0	0	0	0	0	4	0	0	0	0	0	62	1	3	 	 	 	 	 	7106000	 	25000	0	0	 	4	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	420	560	40	64	0	2	0	0	0	0	0	61	5	66	 	 	 	 	 	 	 	 	0	0	1	1	0	0	1	0	0	0	66274	97838	43212	63804	34294	50648	2	0	0	0	1	1	0	0	0	0	1	0	0	 	1	1	1	1	38	1	0	0	8888	1	0	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	1	1	0	 	0	888	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	3	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	4	10	3	0	0	0	7	0	8	8	0	0	0	0	0	8888	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	14	0	1	1	1	1	1	0	1	1	0	0	 	1	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	23	0	23	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	ID04202	10033413	41236	2	3.49048	3.53964
1418	S	full	3	HEYBURN POLICE DEPARTMENT	Heyburn	ID	83336	5	5	0	1	0	6	0	0	4	0	0	0	0	0	5	0	0	0	0	5	5	0	 	 	 	 	 	400000	1	0	0	0	1	4	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	525	40	40	5	0	0	0	0	0	0	0	5	0	5	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	40000	40000	35000	35000	21000	25000	1	1	0	0	1	0	1	0	0	0	1	0	0	 	3	3	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	 	5	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	8888	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	ID03402	10033365	2749	6	20.03537	20.29005
1429	S	full	3	OSBURN POLICE DEPARTMENT	Osburn	ID	83849	2	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	 	 	 	 	 	212825	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	980	400	20	2	0	0	0	0	0	0	0	2	0	2	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	34565	38688	29286	31630	25741	29607	0	8	8	8	1	0	0	0	0	0	0	0	0	 	8	1	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	0	888	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	0	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	8	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	ID04003	10033388	1448	6	20.03537	20.29005
340	L	full	3	BOISE POLICE DEPARTMENT	Boise	ID	83704	286	276	0	69	14	345	14	0	0	0	0	0	1	0	1	1	0	0	0	100	12	21	105	24	0	0	0	42000000	1	100000	0	0	1	3	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	480	560	40	259	9	6	1	0	1	0	2	256	20	276	8	2	1	1	0	1	0	 	1	1	0	1	1	0	1	0	1	0	98025	115000	62568	67824	35472	39276	1	1	0	0	1	1	1	0	0	0	1	0	0	 	0	0	1	1	276	1	0	1	105	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	 	1	1	0	0	0	0	1	1	0	 	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	 	0	0	4	0	0	1	1	1	0	0	0	 	1	0	 	1	1	0	 	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	121	19	75	14	0	0	0	8	1	0	1	1	0	0	1	0	8888	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	100	0	0	1	1	0	0	0	1	1	0	0	0	 	2	 	1	0	0	0	1	3	2	2	1	2	1	2	2	2	1	1	1	1	1	2	2	3	3	1	2	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	3	16	0	19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	ID00101	10033343	199104	100	1.04973	1.05914
1419	S	full	3	IDAHO FALLS POLICE DEPARTMENT	Idaho Falls	ID	83405	89	89	0	36	5	125	5	3	3	0	0	2	1	3	3	3	0	0	0	60	89	5	 	 	 	 	 	10145322	 	793	0	0	 	4	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	486	640	40	83	1	3	0	1	1	0	0	85	4	89	 	 	 	 	 	 	 	 	1	0	1	1	0	1	1	0	0	0	86258	86258	44657	61880	34881	51043	1	1	0	1	1	0	1	0	0	0	1	0	0	 	1	1	1	1	60	1	1	1	60	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	1	0	1	1	0	 	2	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	2	0	0	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	6	19	4	0	0	0	4	1	1	1	1	13	0	0	0	8888	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	25	0	1	1	1	1	1	0	1	1	0	0	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	3	0	3	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	ID01002	10033369	53049	1	2.20737	2.21759
1435	S	full	3	WEISER POLICE DEPARTMENT	Weiser	ID	83672	13	13	0	1	0	14	0	2	0	3	0	0	0	1	0	0	0	0	0	7	1	1	 	 	 	 	 	1030000	 	1200	0	0	1	4	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	400	240	64	13	0	0	0	0	0	0	0	13	0	13	 	 	 	 	 	 	 	 	0	0	1	0	0	0	0	0	0	0	42000	999999	35000	999999	30000	999999	2	0	0	0	1	0	1	0	0	0	1	0	0	 	0	3	0	1	7	0	0	1	7	0	0	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	1	0	1	0	 	0	888	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	2	2	0	1	1	1	1	0	1	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	8888	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	6	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	ID04401	10033416	5425	5	10.80443	10.96629
1421	S	full	3	KELLOGG POLICE DEPT	Kellogg	ID	83837	7	7	1	1	0	8	1	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0	 	 	 	 	 	491360	1	0	0	0	 	4	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	525	480	20	7	0	0	0	0	0	0	0	7	0	7	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	38000	41600	33073	36465	29120	31000	0	8	8	8	1	0	1	0	0	0	1	0	0	 	8	3	1	0	8888	0	0	0	8888	0	0	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	0	0	1	0	1	1	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	8888	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	8	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	ID04001	10033373	2279	5	10.80443	10.96629
