ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
CT00084	CT0008400	 	1	2	2	CT009-0439	MILFORD POLICE DEPT	Milford	Connecticut	CT	06460	52981	Local - SR	101	110	13	0	7	101	0	9	0	104	2	4	0	0	0	0	0	110	78	20	0	1	11	1	0	9	1	17	1	0	0	0	2	1	2	2	1	1	1	1	1	2	1	1	2	2	 	99714	107798	66404	69264	53924	61152	1	1	2	1	2	1	2	1	1	Longevity Compensation	1	2	1	1	1	Department/Jurisdiction Approval Required	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	hearings	1	2	2	2	-8	-8	-8	-8	-8	-8	2	7	0	0	0	2	0	9	0	2	2	1	1	2	2	2	2	FTO Program	FTO Program	2	1	1	2	1	2	2	2	2	 	2	4	1	2	2	2	 	6	0	0	0	0	0	6	0	1	1	7	9300000	1	1	2	1	1	2	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	2	1	38	1	1	1	63	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	6	0	0	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	1	Press releases; Missing person bulletins; Trending Crimes Bulletins	1	1	1	1	Employment applications; Citizen's Academy applications; Contested parking ticket forms	1	1	2	2	2	2	2	2	 	39	27	1	1	2	2	1	2	2	 	3	 	2	 	8	2	2	2	1	1	1	1	1	2	 	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	40	2	2	-8	 	 	2	 	1	1	1	2	2	1	1	2	1	2	1	2	 	3	4	1	1	4	3	4	3	1	4	5	3	4	1	3	1	1	1	2	2	1	Fugitive/US Marshal	1.046	1.098	1.148
CT00088	CT0008800	 	1	2	2	CT009-0437	NAUGATUCK POLICE DEPT	Naugatuck	Connecticut	CT	06770	31774	Local- 50 to 99	102	55	12	0	7	51	0	4	0	51	2	2	0	0	0	0	0	55	40	10	0	1	4	1	0	7	0	7	0	0	0	0	2	1	1	2	1	2	2	2	2	1	1	2	2	2	 	104000	104000	71360	74578	58150	65087	1	2	2	2	2	1	2	2	2	 	1	1	2	2	2	 	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	 	2	3	2	1	0	0	2	0	0	2	2	9	0	0	0	0	0	9	0	2	2	2	2	2	2	1	1	 	 	1	0	0	2	1	2	2	2	2	 	-8	2	1	1	2	2	 	9	0	1	0	0	0	10	0	0	0	7	6071958	2	1	2	1	1	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	3	4	 	 	 	 	 	 	 	2	1	2	2	2	1	2	2	1	1	1	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	2	0	0	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	1	2	2	 	1	1	2	1	2	2	1	2	 	22	15	1	2	2	2	2	2	2	 	3	 	4	 	3	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	3	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	 	2	1	2	2	 	6	2	2	-8	 	 	2	 	1	1	1	1	2	1	1	2	1	2	1	2	 	4	4	3	3	4	4	4	4	3	4	4	4	4	4	1	1	2	1	2	2	2	 	2.572	1.095	2.817
CT00089	CT0008900	 	1	2	2	CT003-0430	NEW BRITAIN POLICE DEPT	New Britain	Connecticut	CT	06051	73153	Local - SR	101	126	11	0	8	116	0	10	0	108	9	8	0	1	0	0	0	126	96	25	3	2	0	1	0	7	0	16	4	0	0	0	2	1	2	2	1	2	1	1	2	2	2	2	1	2	 	119000	119000	80661	85501	66367	70349	1	2	1	2	2	1	2	2	2	 	2	-8	-8	-8	-8	 	 	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	Department/Community Meetings	1	3	2	1	12	12	6	12	12	6	1	0	0	0	0	0	0	0	0	2	2	1	2	1	2	1	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	1	2	2	 	5	0	10	0	0	0	15	0	0	0	7	15000000	1	1	2	1	1	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	4	1	1	50	1	2	2	0	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	2	2	2	2	2	1	Wanted Persons	1	1	2	2	 	1	1	2	1	2	2	2	2	 	 	 	1	2	2	2	2	2	1	Segway	4	 	 	 	-9	 	 	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	3	1	3	1	1	1	3	1	1	1	-8	1	1	-8	1	1	-8	1	1	1	-8	1	 	2	1	2	2	 	-9	 	1	-8	 	 	3	 	1	1	1	2	2	1	1	2	2	1	1	2	 	3	4	1	1	2	4	2	1	1	3	4	2	1	2	3	1	2	1	1	1	2	 	1.046	1.098	1.148
CT00093	CT0009300	 	1	2	2	CT009-0441	NEW HAVEN POLICE DEPT	New Haven	Connecticut	CT	06519	130741	Local - SR	101	395	54	0	1	334	0	61	0	207	101	82	0	1	0	3	1	395	334	50	0	1	10	1	0	5	5	42	7	0	0	0	2	1	1	2	1	2	1	1	1	1	1	1	1	2	 	150000	150000	70319	70319	40636	40636	1	2	2	1	1	1	2	2	2	 	1	 	 	 	 	 	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	 	1	2	2	2	-8	-8	-8	-8	-8	-8	2	13	0	0	0	1	0	14	0	2	2	2	2	2	2	1	2	 	 	2	1	0	2	1	2	2	2	2	 	2	-9	 	 	 	 	 	35	10	5	0	2	0	52	0	1	1	7	37440952	2	2	2	1	2	2	1	1	1	Other/Unspecified Taxes	2	-8	-8	2	0	0	0	0	0	0	3	1	3	1	395	2	1	1	395	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	 	1	1	1	1	2	 	2	1	1	2	2	1	1	1	2	1	1	0	0	2	0	2	2	1	2	2	 	2	2	2	2	2	2	 	2	2	2	2	 	2	1	2	2	2	2	2	2	 	57	40	1	2	2	2	2	2	2	 	4	 	5	Incident/Pursuit/Other Form	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	3	1	3	3	1	3	1	3	1	1	1	3	1	1	1	1	-8	1	1	1	1	-8	1	1	1	-8	1	 	2	2	1	2	 	-8	 	 	-9	 	1	2	 	1	1	2	2	2	2	2	2	1	2	2	2	 	1	1	1	1	1	5	4	1	1	1	2	1	1	1	 	1	2	1	1	2	1	Shooting	1.046	1.098	1.148
CT00095	CT0009500	 	1	2	2	CT011-0443	NEW LONDON POLICE DEPT	New London	Connecticut	CT	06320	27707	Local- 50 to 99	102	80	17	0	0	71	0	9	0	70	5	2	0	2	1	0	0	80	56	13	0	1	10	0	1	1	0	15	1	0	0	0	2	1	2	2	1	2	2	2	2	2	1	2	2	2	Animal Control	110725	110725	76981	88961	57315	65655	2	2	2	1	2	1	2	2	2	 	1	1	1	1	2	 	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	 	1	2	2	1	0	0	6	0	0	6	2	0	0	0	0	1	0	1	0	 	 	 	 	 	 	 	 	Deputy chief	 	2	1	0	2	1	2	2	2	2	 	-8	1	1	2	2	2	 	6	0	7	0	2	1	16	0	2	2	7	11226198	2	2	2	1	1	1	1	1	1	 	2	-8	-8	2	0	0	0	0	0	0	3	-8	3	2	-8	1	2	1	45	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	2	0	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	1	2	2	2	 	2	1	2	1	2	2	2	2	 	25	15	1	1	2	2	1	2	1	Covered Van	3	 	2	 	4	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2	1	1	1	1	1	-8	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	41	2	2	-8	 	 	4	 	1	2	2	2	2	1	1	2	1	1	2	2	 	4	4	4	3	3	3	4	4	4	4	4	3	4	4	0	1	2	1	2	2	2	 	2.572	1.095	2.817
CT00094	CT0009400	 	1	2	2	CT003-0421	NEWINGTON POLICE DEPT	Newington	Connecticut	CT	06111	30602	Local- 50 to 99	102	52	12	3	3	46	2	6	1	49	1	2	0	0	0	0	0	52	35	9	0	0	8	1	0	3	0	8	1	0	0	0	2	1	2	2	1	2	1	1	2	2	1	2	2	2	 	76505	139432	84397	89618	56130	77040	2	2	2	1	2	1	2	2	2	 	1	2	2	2	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	2	2	2	-8	-8	-8	-8	-8	-8	2	4	1	0	0	0	0	4	1	2	2	2	2	2	2	1	2	 	 	2	1	2	2	1	2	2	2	2	 	2	3	1	1	1	2	 	4	0	0	0	0	0	4	0	0	0	7	6443356	2	1	2	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	3	2	-8	2	1	1	29	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	15	2	1	-8	-8	-8	-8	-8	 	2	1	2	2	2	1	Blotter, Summary of Recent Crime Activity	1	1	1	2	 	1	1	2	2	2	2	1	2	 	19	19	1	1	2	2	2	2	1	SWAT Vehicle	3	 	4	 	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	1	1	3	1	1	1	3	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	 	2	1	2	2	 	13	2	2	-8	 	 	2	 	2	2	1	1	1	1	1	2	1	2	1	2	 	3	1	2	3	3	2	3	3	2	3	3	2	3	2	1	1	1	1	2	2	1	Regional traffic enforcement, accident investigation, crime scene processing, narcotics investigatio	2.572	1.095	2.817
CT00103	CT0010300	 	1	2	2	CT001-0414	NORWALK POLICE DEPT	Norwalk	Connecticut	CT	06854	87190	Local - SR	101	175	35	0	0	162	0	13	0	129	24	18	1	1	2	0	0	175	121	43	0	0	11	1	0	14	1	21	3	0	0	0	2	1	1	2	1	2	2	2	2	2	1	2	2	2	 	128000	128000	81872	85672	59035	71844	1	2	1	1	2	1	2	2	2	 	1	1	1	1	1	Department/Jurisdiction Approval Required	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mutual Aid	1	2	2	2	-8	-8	-8	-8	-8	-8	2	8	0	0	0	7	0	15	0	2	2	1	2	1	2	2	2	 	 	2	2	0	2	1	2	2	2	2	 	2	4	1	2	2	2	 	5	0	1	0	0	0	6	0	0	0	7	18951761	2	1	2	1	1	2	1	2	1	 	2	-8	-8	2	0	0	0	0	0	0	2	1	3	1	9	2	1	2	0	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	4	0	1	0	-8	-8	-8	-8	-8	 	2	2	2	2	1	1	Basic Information	1	1	2	2	 	2	1	1	1	2	1	1	2	 	65	61	1	1	2	2	1	2	1	Segway	3	 	4	 	1	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	3	1	3	1	1	1	3	1	1	1	1	1	1	-8	1	1	-8	1	1	1	-8	1	 	2	2	1	2	 	-8	 	 	167	2	2	2	 	2	1	1	2	2	1	1	2	1	1	1	2	 	4	4	3	2	1	4	4	4	1	1	4	4	4	2	3	1	2	1	1	1	1	Firearms	1.046	1.098	1.148
CT00104	CT0010400	 	1	2	2	CT011-0444	NORWICH POLICE DEPT	Norwich	Connecticut	CT	06360	40502	Local- 50 to 99	102	84	15	1	4	79	1	5	0	77	5	0	1	1	0	0	0	84	54	11	0	0	19	1	0	6	0	9	0	0	0	0	2	1	2	2	2	2	2	2	2	2	1	2	2	1	Animal Control	107184	107184	70505	74029	53035	53035	1	2	2	1	2	2	2	2	1	Sick Bonus	1	1	2	2	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Community Policing/Services	1	2	2	2	-8	-8	-8	-8	-8	-8	2	9	0	0	0	5	0	14	0	2	2	1	2	1	2	2	2	 	 	2	0	1	2	1	2	2	2	2	 	-8	7	1	1	2	1	 	0	0	2	0	0	0	2	0	0	0	7	12340219	2	1	2	2	2	2	1	1	2	 	2	-8	-8	1	0	82	0	0	8	0	3	4	3	1	10	2	1	1	40	1	2	2	1	1	2	1	1	2	1	1	2	1	1	2	1	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	20	0	0	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	2	2	2	 	2	1	1	1	2	2	1	2	 	32	15	1	2	2	2	1	2	2	 	3	 	4	 	18	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	-8	1	1	-8	1	1	1	1	1	1	1	1	 	2	1	2	2	 	144	1	2	-8	 	 	4	 	1	1	1	2	2	1	1	2	1	2	1	1	Asset Forfeiture	5	5	2	2	1	1	4	3	2	4	5	4	4	4	2	1	2	1	2	2	1	ATF, FBI, DHS	2.572	1.095	2.817
CT00132	CT0013200	 	1	2	2	CT003-0426	SOUTH WINDSOR POLICE DEPT	South Windsor	Connecticut	CT	06074	25835	Local- 25 to 49	103	39	12	0	0	33	0	6	0	36	1	2	0	0	0	0	0	39	25	4	0	0	10	1	0	4	0	6	2	0	0	0	2	1	1	2	1	2	2	2	2	1	1	2	2	2	 	103000	128000	89700	92000	53838	53838	1	2	2	2	2	2	2	2	2	 	1	2	1	1	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	1	2	2	2	-8	-8	-8	-8	-8	-8	2	2	0	0	0	0	0	2	0	1	1	1	1	1	1	2	2	 	 	2	2	0	2	1	2	2	2	2	 	2	2	1	1	1	1	 	0	0	2	0	0	0	2	0	2	2	7	5614713	2	1	2	1	1	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	3	1	6	2	2	1	6	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	2	1	1	1	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	2	1	2	2	2	2	 	1	1	1	2	 	2	1	1	1	2	1	1	2	 	15	8	1	1	2	2	2	2	2	 	3	 	4	 	1	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	1	1	1	1	1	-8	1	-8	1	1	-8	1	1	1	1	1	 	2	1	2	2	 	 	 	 	-8	 	 	4	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	1	2	2	4	4	2	1	4	4	2	1	2	2	1	1	1	2	1	2	 	4.225	1.123	4.745
CT00135	CT0013500	 	1	2	2	CT001-0416	STAMFORD POLICE DEPT	Stamford	Connecticut	CT	06905	125109	Local - SR	101	250	52	0	1	231	0	19	0	217	14	18	0	1	0	0	0	250	148	26	12	1	63	1	0	12	2	46	3	1	1	0	2	1	1	2	2	2	1	2	1	1	1	2	1	2	 	129635	144527	78130	79693	55625	69880	1	1	1	1	1	1	2	2	2	 	1	2	1	2	2	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	6	0	0	0	1	0	7	0	2	2	1	1	2	2	2	2	 	 	2	1	1	2	1	2	2	2	2	 	-8	2	1	2	1	2	 	0	7	0	0	0	0	7	0	1	1	7	53389471	1	1	2	1	1	2	1	1	1	Other/Unspecified Grants	2	-8	-8	2	0	0	0	0	0	0	3	1	3	1	5	1	1	1	5	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	1	0	2	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	1	State crime data	2	1	1	2	 	2	2	2	2	2	2	2	2	 	74	88	1	1	2	2	1	2	2	 	2	 	4	 	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	3	1	3	1	1	1	3	2	1	1	1	1	1	1	2	1	-8	1	1	1	-8	2	 	1	-8	-8	-8	 	-8	 	 	-8	 	 	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	1	1	2	 	4	2	2	3	1	1	4	1	1	3	4	4	4	1	5	1	1	1	1	2	2	 	1.046	1.098	1.148
CT00138	CT0013800	 	1	2	2	CT001-0410	STRATFORD POLICE DEPT	Stratford	Connecticut	CT	06614	52077	Local - SR	101	99	4	0	26	89	0	10	0	75	11	12	1	0	0	0	0	99	63	20	0	1	15	1	0	12	2	11	0	0	0	0	2	1	2	2	1	2	2	2	2	2	2	2	2	2	 	100000	100000	71658	75576	51807	66671	2	2	2	2	2	1	2	2	2	 	1	2	1	1	2	 	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	7	0	0	0	2	0	9	0	2	2	2	2	1	2	2	2	 	Full Academy	1	0	0	2	1	2	2	2	2	 	2	35	1	1	1	1	 	4	0	0	0	0	0	4	0	0	0	7	9900000	1	1	2	1	1	1	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	2	1	4	2	-8	2	2	2	0	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	2	2	2	1	2	2	 	2	2	2	2	 	2	1	2	2	2	2	1	2	 	25	20	2	2	2	1	1	2	2	 	3	 	2	 	3	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	1	1	3	1	1	1	3	2	1	1	1	1	1	1	2	1	-8	2	2	2	-8	2	 	2	1	2	2	 	-9	 	1	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1.046	1.098	1.148
