V1	V2	V3	V4	V5	V6	AGENCYID	V7	V8	V9	V10	V11	V12	V13	V14	V15	V34	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V62F	V63	V63F	V64	V64F	V65	V65F	V66	V66F	V67	V67F	V68	V68F	V69	V69F	V70	V70F	V71	V71F	V72	V72F	V73	V73F	V74	V74F	V75	V75F	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V84	V84F	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V101F	V102	V102F	V103	V103F	V104	V104F	V105	V105F	V106	V106F	V107	V107F	V108	V108F	V109	V109F	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V114F	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V125	V126	V127	V128	V129	V130	V131	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V179F	V180	V181	V181F	V182	V183	V183F	V184	V185	V185F	V186	V187	V188	V188F	V189	V190	V190F	V191	V192	V192F	V193	V194	V194F	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V244F	V245	V245F	V246	V246F	V247	V247F	V248	V248F	V249	V249F	V250	V250F	V251	V251F	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271	V272	V273	V274	V275	V276	V277	V278	V279	V280	V281	V282	V283	V284	V285	V286	V287	V288	V289	V290	V291	V292	V293	V294	V294F	V295	V295F	V296	V296F	V297	V297F	V298	V298F	V299	V299F	V300	V300F	V301	V301F	V302	V303	V304	V304F	V305	V305F	V306	V307	V308	V309	V310	V311	V312	V313	V314	V315	V316	V317	V318	V319	V319F	V320	V320F	V321	V321F	V322	V322F	V323	V324	V325	V326	V327	V328	V329	V330	V331	V332	V333	V334	V335	V336	V337	V338	V339	V340	V341	V342	V343	V344	V345	V346	V347	V348	V349	V350	V351	V352	V353	V354	V355	V356	V357	V358	V359	V360	V361	V362	V363	V364	V365	V366	V367	V368	V369	V370	V371	V372	V373	V374	V375	V376	V377	V378	V379	V380	V381
34	2	032	001	02	60100	3420320010260100	DURHAM POLICE DEPT	DURHAM	37063	664000	187035	DURHAM	03	380	CJ-38L	1880	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	4	0	0	3	1	0	469	0	459	0	27	7	0	3	0	3	85	0	5	0	544	0	32	0	241	0	22	0	14	0	241	0	44	0	0	0	0	0	0	0	31055470	0	2	60000	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	4	0	0	602	0	323	0	0	0	560	 	18	0	20	1	238	0	36	0	146	0	26	0	8	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	396	0	63	0	2	2	2	2	1	2	2	1	75843	0	121349	0	39134	0	58701	0	29470	0	44205	0	2	4	3	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	 	0	1	1	0	1	1	0	0	0	 	1	90	0	1	90	0	0	0	0	0	0	0	 	1	8	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	 	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	 	0	1	1	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	 	0	173	0	249	0	8	0	0	0	0	0	1	0	6	0	28	0	1	1	5	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	55	0	0	0	3	0	9	0	1	1	1	1	1	3	 	1	1	1	2	4	2	1	2	1	2	1	1	2	4	1	1	1	2	1	1	1	1	2	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	7	1.0145	1.0145
38	1	003	003	02	10100	3810030030210100	CLACKAMAS COUNTY SHERIFF DEPARTMENT	OREGON CITY	41005	644079	338391	CLACKAMAS	01	278	CJ-38L	1859	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	2	0	6	0	0	3	311	0	293	0	0	3	7	0	0	3	79	0	30	6	379	0	30	6	154	0	3	0	6	0	156	0	38	0	31	0	9	0	9	0	38000562	0	2	120000	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	4	0	0	360	0	0	0	0	0	800	0	0	0	40	0	256	0	30	0	0	0	1	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	260	0	33	0	1	1	1	2	2	2	2	1	94224	0	94224	0	48534	0	56141	0	35074	0	46170	0	2	1	3	4	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	1	200	0	0	0	0	0	0	0	 	1	200	0	1	3	0	0	0	0	0	0	0	 	1	1	1	1	1	5	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	 	5	0	0	0	0	0	2	0	4	0	0	0	8	0	0	0	0	0	1	1	1	1	1	1	1	0	 	1	1	1	1	0	1	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	 	0	171	0	78	0	32	0	1	0	0	0	11	0	12	0	4	7	1	2	4	0	10	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	94	0	1	0	0	0	1	1	1	1	2	4	JUDGEMENT WITH NON-INVOLVED SUPERVISOR	1	1	2	0	3	1	2	2	1	2	2	2	2	3	2	1	3	4	3	4	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	34	1.0392	1.0392
01	2	051	001	02	50100	0120510010250100	MONTGOMERY POLICE DEPT	MONTGOMERY	01101	524000	201568	MONTGOMERY	03	454	CJ-38L	1819	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	481	3	481	0	0	0	0	0	0	0	189	0	67	0	670	3	67	0	320	0	43	0	22	0	320	3	43	0	5	0	0	0	0	0	30587864	0	2	187251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	480	0	200	0	0	0	960	0	12	0	0	0	290	0	33	0	128	0	19	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	429	0	52	0	2	2	2	1	1	1	1	2	68349	0	93706	0	35675	0	48163	0	26008	0	35675	0	1	1	2	4	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	1	103	4	1	54	4	0	0	0	 	0	0	0	0	0	0	0	0	0	1	4	4	HANDHELD MCTS	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	 	18	0	0	0	4	0	0	0	0	3	0	0	0	3	0	3	1	0	1	1	0	0	0	1	0	0	 	0	1	1	0	1	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	170	0	162	0	7	0	0	0	0	0	0	0	48	0	11	0	1	2	15	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	52	0	0	0	0	0	0	0	1	1	1	1	1	3	 	2	1	2	0	3	1	1	1	1	3	1	1	1	4	1	1	1	1	4	3	4	4	4	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	7	1.0145	1.0145
36	2	048	007	02	60100	3620480070260100	TOLEDO POLICE DEPT	TOLEDO	39095	840000	313619	LUCAS	03	719	CJ-38L	1852	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	2	0	8	0	0	0	712	0	690	0	0	0	0	0	0	0	120	0	0	0	810	0	0	0	336	0	14	0	14	0	336	0	52	0	0	0	0	0	0	0	64182050	0	2	714000	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	3	24	0	550	0	330	0	0	0	640	0	8	0	32	0	419	0	90	0	88	0	44	0	37	0	10	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	145	0	1	1	1	1	2	1	1	1	88504	0	88504	0	46363	0	52447	0	36531	0	45210	0	1	1	4	4	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	 	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	 	0	1	0	1	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	 	0	170	0	150	0	37	0	0	0	0	0	2	0	8	0	41	0	1	2	1	0	8	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	3	2	2	2	1	2	1	1	3	3	1	1	3	2	1	4	1	1	2	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	9	1	1
19	1	052	050	02	10100	1910520500210100	ST TAMMANY PARISH SHERIFF DEPARTMENT	SLIDELL	22103	556000	191268	ST TAMMANY	01	363	CJ-38L	1812	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	2	0	2	0	1	0	537	0	501	0	0	0	0	0	0	0	5	0	20	0	506	0	20	0	246	0	29	0	4	0	134	0	68	0	115	0	24	0	13	0	26981394	0	2	60179	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	4	0	0	480	0	40	0	0	0	640	0	40	0	8	0	332	0	117	0	27	0	20	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	140	0	2	2	2	1	1	2	2	1	87000	0	87000	0	23500	0	37568	0	21000	0	33572	0	1	1	2	4	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	1	185	0	1	140	0	0	0	0	0	0	0	 	1	45	0	0	0	0	0	0	0	0	0	0	 	1	0	1	0	1	2	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	 	12	0	0	0	18	0	0	0	30	0	0	3	72	0	0	3	0	0	1	1	1	1	1	1	0	0	 	1	2	1	1	1	1	0	1	0	 	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	 	0	170	0	98	0	71	0	0	0	0	0	27	0	11	0	2	0	1	1	6	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	4	0	0	0	1	0	4	0	1	1	1	1	2	3	 	1	1	2	0	2	1	1	1	4	4	1	1	2	4	2	1	1	2	2	4	2	1	2	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	34	1.0392	1.0392
10	2	001	003	02	60100	1020010030260100	GAINESVILLE POLICE DEPT	GAINESVILLE	12001	290000	95447	ALACHUA	03	248	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	2	0	0	0	257	0	255	0	0	3	0	0	0	3	135	6	3	0	390	3	3	3	119	0	2	0	10	0	119	0	48	0	0	0	0	0	0	0	20823158	0	2	480000	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	2	0	0	672	0	30	0	0	0	610	0	10	0	70	0	175	0	26	0	30	0	8	0	10	0	3	0	0	3	0	3	1	0	0	3	0	2	0	3	2	0	0	3	218	0	37	0	1	1	1	2	1	2	1	1	59932	0	90127	2	36566	2	50026	2	25057	3	42280	2	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	PERCEPTIONS OF POLICE/ACTIVITIES IN MINORIAY	0	1	1	0	1	1	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	18	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	HELICOPTER	7	0	0	3	4	0	0	3	0	0	0	0	0	3	0	3	1	0	1	1	0	0	0	1	0	0	 	0	3	0	0	1	0	0	0	0	 	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	 	0	170	0	98	0	39	0	0	0	2	0	0	0	6	6	19	0	1	1	9	0	3	0	1	0	0	0	1	1	1	0	0	0	1	0	1	15	0	0	0	1	0	2	0	1	1	1	1	1	3	 	2	2	2	0	3	2	1	1	1	2	2	1	2	2	4	1	2	2	1	2	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	5	1	1
42	0	000	000	02	90100	4200000000290100	SOUTH DAKOTA HIGHWAY PATROL	PIERRE	46065	 	754844	HUGHES	05	155	CJ-38L	1938	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	3	0	0	0	0	0	157	0	153	0	0	0	64	0	1	0	16	0	3	0	233	0	4	0	0	6	0	0	0	0	111	0	3	6	0	0	0	0	0	0	13300000	0	2	119894	 	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	4	0	0	640	0	0	0	400	0	0	0	40	0	0	0	147	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	2	0	2	2	2	2	1	2	2	2	58656	0	87984	0	33904	0	50876	0	27872	0	41808	0	3	4	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	9	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	 	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	.22	0	1	1	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	 	0	170	0	9	0	26	0	1	0	1	0	0	0	0	0	0	0	1	2	11	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	114	0	0	0	0	0	0	0	1	1	1	1	1	3	 	4	1	2	0	3	3	4	4	4	4	3	3	2	4	4	3	3	4	4	4	2	4	4	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	26	1	1
41	2	010	901	02	60100	4120109010260100	NORTH CHARLESTON POLICE DEPT	NORTH CHARLESTON	45019	144000	79641	CHARLESTON	03	200	CJ-38L	1973	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	3	0	2	0	0	0	260	0	244	4	0	0	0	0	0	0	57	0	0	0	301	4	0	0	106	0	23	0	12	0	115	4	39	0	0	0	0	0	2	0	16000000	1	2	500000	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	4	0	0	360	0	0	0	0	0	400	0	0	0	40	0	153	0	38	0	33	0	12	0	5	0	0	3	1	0	0	3	2	0	0	3	0	3	0	3	0	3	0	3	194	0	50	0	2	2	2	2	1	2	2	2	84132	 	100471	 	27231	0	64355	0	20679	0	54185	0	2	3	3	4	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	5	0	0	0	0	 	1	125	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	5	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	 	14	0	0	0	4	0	0	0	0	0	0	0	0	3	0	3	1	0	1	1	0	1	1	1	0	0	 	0	2	0	0	1	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	169	0	160	0	8	0	0	0	0	0	2	0	7	0	10	0	1	1	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	1	1	1	1	1	2	 	1	2	2	0	2	2	1	1	1	2	1	1	2	4	4	1	1	2	4	4	4	1	4	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	5	1	1
31	2	007	009	02	60100	3120070090260100	NEWARK POLICE DEPT	NEWARK	34013	564070	273546	ESSEX	03	1222	CJ-38L	1858	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	4	0	2	0	0	0	1470	4	1466	4	0	4	0	4	0	4	169	4	0	4	1635	4	0	4	900	5	14	0	7	0	1200	0	135	0	42	0	5	0	0	0	114991157	0	1	361924	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	4	0	0	740	0	0	0	0	4	120	5	17	4	0	4	511	4	13	4	443	4	96	4	338	4	65	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1292	4	174	4	1	2	2	2	2	1	2	2	109595	0	109595	 	58708	0	65145	0	24558	0	51221	0	1	1	1	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	1	0	 	16	0	0	3	7	0	0	3	150	0	12	0	24	0	2	0	1	0	0	0	0	1	0	0	0	0	 	0	3	0	1	0	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	168	0	120	0	29	0	0	0	0	0	2	0	22	0	0	0	2	0	2	0	25	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	2	2	2	1	1	4	1	1	2	3	1	1	1	1	4	2	1	2	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	10	1	1
10	1	010	010	02	10100	1010100100210100	CLAY COUNTY SHERIFF DEPARTMENT	GREEN COVE SPRINGS	12019	360000	140814	CLAY	01	176	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	3	0	4	0	0	0	277	0	230	0	0	3	84	0	3	0	104	7	50	4	418	0	53	4	136	0	9	0	14	0	115	0	31	0	5	0	3	0	6	0	22493249	0	2	25968	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	4	0	0	672	0	0	0	0	0	640	0	40	0	32	0	198	0	20	0	6	0	1	2	3	0	0	3	0	3	0	3	1	0	1	0	0	3	0	3	0	3	0	3	208	0	22	0	2	2	1	1	1	1	1	1	103311	3	103311	0	35754	0	50200	0	23989	0	37395	0	1	1	2	4	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	 	10	0	0	0	0	3	0	3	34	0	8	0	24	0	24	0	1	0	1	1	1	0	0	0	0	0	 	0	1	1	0	1	1	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	 	0	168	0	103	0	26	0	0	0	0	0	5	0	14	0	6	5	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	2	2	2	0	3	2	2	2	2	3	3	1	1	4	2	2	2	3	2	4	2	2	2	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	34	1.0392	1.0392
25	2	024	002	02	60100	2520240020260100	GULFPORT POLICE DEPT	GULFPORT	28047	092000	71127	HARRISON	03	153	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	3	3	0	0	3	181	0	181	0	2	0	0	3	0	3	75	0	5	0	256	0	7	0	100	0	18	0	9	0	100	0	30	0	0	0	3	0	0	4	13767866	0	2	301084	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	400	0	0	3	0	0	0	4	0	0	0	0	160	0	6	0	10	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	3	173	0	8	0	2	2	1	2	2	2	1	1	55938	 	55938	0	29120	 	29120	0	21632	 	21632	0	1	1	3	3	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	 	0	1	0	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	100	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	2	1	1	1	1	0	1	1	CUSHMANS	4	0	0	0	9	0	0	0	0	0	0	0	0	3	0	3	1	0	1	1	1	1	1	1	0	0	 	1	1	0	1	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	 	0	167	0	52	0	40	0	0	0	0	0	1	0	10	0	5	0	1	1	5	0	0	4	0	0	0	1	0	0	0	1	0	0	1	0	1	0	3	0	0	0	0	4	0	1	1	1	1	2	2	 	4	1	2	0	4	1	1	1	4	4	1	1	1	4	4	1	1	4	4	4	1	4	4	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	4	1.0294	1.0294
10	1	055	055	02	10100	1010550550210100	ST JOHN COUNTY SHERIFF DEPARTMENT	ST AUGUSTINE	12109	360000	123135	ST JOHNS	01	148	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	4	0	0	0	270	6	272	4	4	0	0	3	0	3	160	4	22	6	432	4	26	0	138	0	20	0	8	0	138	0	30	0	75	0	8	0	3	0	24238315	0	2	26639	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	4	0	0	672	0	0	3	0	0	560	0	10	0	33	0	214	5	31	5	11	5	3	0	6	0	1	0	2	0	1	0	0	3	0	3	0	3	0	3	3	0	0	0	236	5	36	5	2	2	1	2	2	2	1	1	60100	0	77700	0	35500	0	39800	0	23200	0	23200	0	2	4	3	4	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	 	0	1	0	0	1	1	0	0	0	 	1	2	0	0	0	0	1	18	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	3	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	 	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	 	1	1	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	 	0	167	0	49	0	29	0	0	0	1	0	3	0	8	0	12	0	1	1	2	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	3	0	4	1	4	1	1	1	1	1	3	 	2	2	2	0	4	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	33	1	1
23	1	081	081	02	10100	2310810810210100	WASHTENAW COUNTY SHERIFF DEPARTMENT	ANN ARBOR	26161	044035	322895	WASHTENAW	01	137	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	7	0	7	0	0	0	154	0	154	0	0	0	0	0	0	0	25	0	0	0	179	3	0	0	154	0	151	0	3	0	148	0	6	0	0	0	0	0	0	0	20000000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	 	672	 	0	 	0	 	560	 	10	 	33	 	116	 	21	 	10	 	4	 	3	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	0	 	129	 	25	 	1	0	0	0	0	0	0	0	83478	 	87000	 	39398	 	50138	 	27315	 	41351	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	 	1	2	 	0	0	 	1	18	 	0	0	 	 	0	0	 	0	0	 	0	0	 	0	0	 	 	99	99	99	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	 	6	 	0	 	1	 	0	 	0	 	0	 	0	 	0	 	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	 	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	0	167	 	49	 	29	 	0	 	1	 	3	 	8	 	12	 	1	0	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 	0	 	0	 	1	 	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	33	1	1
